DBASSP3_11539	DBASSP3_11539
DBASSP3_3245	CAMPSQ4141
DBASSP3_3245	satpdb20616
DBASSP3_3646	DBASSP3_3646
DBASSP3_3646	CAMPSQ3549
DBASSP3_3646	satpdb24412
DBASSP3_3646	AP01842
DBASSP3_3646	DRAMP01195
DBASSP3_3749	DBASSP3_3749
DBASSP3_5042	DBASSP3_5042
DBASSP3_5413	DBASSP3_5413
DBASSP3_5721	DBASSP3_5721
DBASSP3_5721	satpdb22765
DBASSP3_5721	AP02296
DBASSP3_5865	DBASSP3_5865
DBASSP3_5865	AP01522
DBASSP3_5865	CAMPSQ3306
DBASSP3_5865	satpdb20958
DBASSP3_6083	DBASSP3_6083
DBASSP3_6083	AP01520
DBASSP3_6083	CAMPSQ3305
DBASSP3_6889	DBASSP3_6889
DBASSP3_6889	DBASSP3_10640
DBASSP3_6889	DRAMP02964
DBASSP3_6889	DRAMP02965
DBASSP3_6889	DBASSP3_6884
DBASSP3_7010	DBASSP3_7010
DBASSP3_7010	DRAMP02125
DBASSP3_7010	DBASSP3_9405
DBASSP3_7010	satpdb27342
DBASSP3_7010	DBASSP3_9406
DBASSP3_7010	DBASSP3_9407
DBASSP3_7010	satpdb27411
DBASSP3_7010	E10029|Hylina1|spottedtreefrog(Hypsiboasalbopunctatus)
DBASSP3_7010	AP01331
DBASSP3_7010	CAMPSQ3942
DBASSP3_7010	DBASSP3_3892
DBASSP3_7045	DBASSP3_7045
DBASSP3_7082	DBASSP3_7082
DBASSP3_7154	DBASSP3_7154
DBASSP3_7561	DBASSP3_7561
DBASSP3_7777	DBASSP3_7777
DBASSP3_8276	DBASSP3_8276
DBASSP3_8276	DRAMP00938
DBASSP3_8276	AP00534
DBASSP3_8276	CAMPSQ2796
DBASSP3_8276	PPepDB_2099
DBASSP3_8276	satpdb14514
DBASSP3_8609	DBASSP3_8609
DBASSP3_8609	AP02626
DBASSP3_8609	E20195|CathelicidinClCATH2|rockdove(Columbalivia)
DBASSP3_9062	DBASSP3_9062
DBASSP3_9062	DBASSP3_9095
DBASSP3_9062	DBASSP3_9098
DBASSP3_9062	DBASSP3_9075
DBASSP3_9062	DBASSP3_9078
DBASSP3_9369	DBASSP3_9369
DBASSP3_9480	DBASSP3_9480
DBASSP3_9577	DBASSP3_9577
DBASSP3_9675	DBASSP3_9675
DBASSP3_9675	DRAMP18430
DBASSP3_9675	E19604|Cathelicidin3|Tasmaniandevil(Sarcophilusharrisii)
DBASSP3_9675	AP02744
DBASSP3_9767	DBASSP3_9767
DBASSP3_10039	DBASSP3_10039
DBASSP3_10039	DBASSP3_4663
DBASSP3_10039	DBASSP3_10035
DBASSP3_10039	DBASSP3_10036
DBASSP3_10207	DBASSP3_10207
DBASSP3_10355	DBASSP3_10355
DBASSP3_10355	DBASSP3_10354
DBASSP3_10761	DBASSP3_10761
DBASSP3_11251	DBASSP3_11251
DBASSP3_11374	DBASSP3_11374
DBASSP3_11552	DBASSP3_11552
DBASSP3_11593	DBASSP3_11593
DBASSP3_11593	DBASSP3_11605
DBASSP3_11593	DBASSP3_11581
DBASSP3_11843	DBASSP3_11843
DBASSP3_11843	DBASSP3_11842
DBASSP3_12089	DBASSP3_12089
DBASSP3_12179	DBASSP3_12179
DBASSP3_12603	DBASSP3_12603
DBASSP3_13205	DBASSP3_13205
DBASSP3_13367	DBASSP3_13367
DBASSP3_13437	DBASSP3_13437
DBASSP3_14325	DBASSP3_14325
DBASSP3_14325	DBASSP3_14359
DBASSP3_14325	DBASSP3_14342
DBASSP3_14357	DBASSP3_14357
DBASSP3_14357	DBASSP3_14327
DBASSP3_14357	DBASSP3_14361
DBASSP3_14357	DBASSP3_14340
DBASSP3_14357	DBASSP3_14344
DBASSP3_14357	DBASSP3_14323
DBASSP3_15034	DBASSP3_15034
DBASSP3_15609	DBASSP3_15609
DBASSP3_15609	DBASSP3_15608
DBASSP3_15609	DBASSP3_18637
DBASSP3_15609	DBASSP3_18636
DBASSP3_15609	DBASSP3_18638
DBASSP3_15609	DBASSP3_18640
DBASSP3_15609	DBASSP3_18641
DBASSP3_15609	DBASSP3_18642
DBASSP3_15609	DBASSP3_18631
DBASSP3_15609	DBASSP3_18632
DBASSP3_15609	DBASSP3_18633
DBASSP3_15609	DBASSP3_18634
DBASSP3_15609	DBASSP3_18635
DBASSP3_15609	DBASSP3_15621
DBASSP3_15609	DBASSP3_15622
DBASSP3_15609	DBASSP3_15606
DBASSP3_15609	DBASSP3_15607
DBASSP3_15609	DBASSP3_6281
DBASSP3_15609	AP01563
DBASSP3_15609	DBASSP3_18639
DBASSP3_15609	DRAMP03090
DBASSP3_15609	CAMPSQ3845
DBASSP3_15609	DBASSP3_8173
DBASSP3_15609	DBASSP3_8174
DBASSP3_15609	DBASSP3_11404
DBASSP3_15609	DBASSP3_13933
DBASSP3_15609	DBASSP3_8175
DBASSP3_15609	DBASSP3_13934
DBASSP3_15609	DBASSP3_8176
DBASSP3_15609	DBASSP3_13935
DBASSP3_15609	DBASSP3_8177
DBASSP3_15609	AP02212
DBASSP3_15609	AP00135
DBASSP3_15609	DRAMP03077
DBASSP3_15609	satpdb22557
DBASSP3_15609	satpdb18295
DBASSP3_15609	satpdb21058
DBASSP3_15609	DBASSP3_10344
DBASSP3_15871	DBASSP3_15871
DBASSP3_15871	DBASSP3_524
DBASSP3_15871	DBASSP3_525
DBASSP3_15954	DBASSP3_15954
DBASSP3_16008	DBASSP3_16008
DBASSP3_16127	DBASSP3_16127
DBASSP3_16127	DBASSP3_16128
DBASSP3_16328	DBASSP3_16328
DBASSP3_16983	DBASSP3_16983
DBASSP3_17592	DBASSP3_17592
DBASSP3_17837	DBASSP3_17837
DBASSP3_17837	DBASSP3_17838
DBASSP3_17837	DBASSP3_7429
DBASSP3_17837	DBASSP3_3148
DBASSP3_17991	DBASSP3_17991
DBASSP3_18166	DBASSP3_18166
DBASSP3_18166	DBASSP3_18165
DBASSP3_18451	DBASSP3_18451
DBASSP3_18544	DBASSP3_18544
DRAMP01627	DRAMP01627
DRAMP01627	AP00400
DRAMP01627	DBASSP3_4190
DRAMP01627	CAMPSQ2770
DRAMP01627	CAMPSQ3265
DRAMP01627	satpdb20502
DRAMP01627	satpdb22140
DRAMP01627	DBASSP3_816
DRAMP01627	DBASSP3_817
DRAMP01627	AP00738
DRAMP01627	AP01474
DRAMP01627	DBASSP3_783
DRAMP02403	DRAMP02403
DRAMP02403	CAMPSQ2452
DRAMP02403	satpdb18493
DRAMP02403	AP01510
DRAMP02403	CAMPSQ3299
DRAMP02403	E10452|Antimicrobialpeptidescolopin2|Chineseredheadedcentipede(Scolopendrasubspinipesmutilans)
DRAMP02403	DBASSP3_2252
DRAMP02403	satpdb26799
DRAMP02875	DRAMP02875
DRAMP02875	DBASSP3_2106
DRAMP02875	AP02353
DRAMP02875	CAMPSQ1062
DRAMP02875	DRAMP03955
DRAMP00280	DRAMP00280
DRAMP00280	PPepDB_751
DRAMP00280	CAMPSQ4512
DRAMP00318	DRAMP00318
DRAMP00387	DRAMP00387
DRAMP00387	DRAMP00998
DRAMP00387	satpdb12134
DRAMP00387	E11393|AntimicrobialpeptideEcAMP1|barnyardgrass(Echinochloacrusgalli/Panicumcrusgalli)
DRAMP00387	satpdb20453
DRAMP00387	PPepDB_2147
DRAMP00387	AP00184
DRAMP00387	CAMPSQ3483
DRAMP00387	DBASSP3_4291
DRAMP00387	PPepDB_2194
DRAMP00387	AP01760
DRAMP00387	PHYT00258
DRAMP00387	CAMPSQ111
DRAMP00387	DBASSP3_4350
DRAMP00387	satpdb14791
DRAMP00387	E01390|AntimicrobialpeptideMBP1|maize(Zeamays)
DRAMP00504	DRAMP00504
DRAMP00504	DRAMP00505
DRAMP00504	DRAMP00507
DRAMP00504	DRAMP00506
DRAMP00504	DRAMP00502
DRAMP00504	DRAMP00503
DRAMP00536	DRAMP00536
DRAMP00665	DRAMP00665
DRAMP00697	DRAMP00697
DRAMP00697	DRAMP00698
DRAMP00729	DRAMP00729
DRAMP00729	DRAMP00722
DRAMP01388	DRAMP01388
DRAMP01388	AP01302
DRAMP01388	satpdb13263
DRAMP01388	CAMPSQ711
DRAMP01388	DBASSP3_1518
DRAMP01387	DRAMP01387
DRAMP01387	AP01304
DRAMP01387	satpdb28586
DRAMP01387	DBASSP3_1507
DRAMP01387	CAMPSQ710
DRAMP18233	DRAMP18233
DRAMP18233	satpdb14984
DRAMP18233	DRAMP18230
DRAMP18233	DRAMP18231
DRAMP18221	DRAMP18221
DRAMP18221	AP02192
DRAMP18221	satpdb18224
DRAMP03466	DRAMP03466
DRAMP03466	CAMPSQ498
DRAMP03466	satpdb26266
DRAMP03466	PPepDB_1456
DRAMP03779	DRAMP03779
DRAMP03779	DRAMP03280
DRAMP03779	CAMPSQ1484
DRAMP03779	satpdb12976
DRAMP03779	DBASSP3_1943
DRAMP03779	AP00148
DRAMP03779	CAMPSQ2291
DRAMP03779	AP01559
DRAMP03779	AP02245
DRAMP03779	DRAMP04398
DRAMP03779	DBASSP3_12487
DRAMP03779	DBASSP3_12491
DRAMP03779	DBASSP3_12492
DRAMP03779	CAMPSQ3335
DRAMP03779	AP01560
DRAMP03779	AP03011
DRAMP03779	DBASSP3_11555
DRAMP03916	DRAMP03916
DRAMP03916	DBASSP3_259
DRAMP03916	DBASSP3_14334
DRAMP03916	DBASSP3_14335
DRAMP03916	DBASSP3_14382
DRAMP03916	DBASSP3_14383
DRAMP03916	DBASSP3_14351
DRAMP03916	DBASSP3_14352
DRAMP18185	DRAMP18185
DRAMP18185	AP02471
DRAMP18185	CAMPSQ4067
DRAMP18185	DBASSP3_8047
DRAMP18185	satpdb10566
DRAMP18185	AP02022
DRAMP18185	E20899|Jingdongin1|Chinesetorrentfrog(Amolopsjingdongensis)
DRAMP18185	E20087|Jingdongin1GN1|granulartorrentfrog(Amolopsgranulosus)
DRAMP18185	E23087|Jingdongin1MT1|Sichuantorrentfrog(Amolopsmantzorum)
DRAMP18185	satpdb21852
DRAMP18185	DBASSP3_3486
DRAMP20785	DRAMP20785
DRAMP20785	AP02690
DRAMP20785	DBASSP3_9058
DBASSP3_2584	DBASSP3_2584
DBASSP3_2718	DBASSP3_2718
DBASSP3_2822	DBASSP3_2822
DBASSP3_3361	DBASSP3_3361
DBASSP3_3750	DBASSP3_3750
DBASSP3_3819	DBASSP3_3819
DBASSP3_3819	DBASSP3_37
DBASSP3_3819	DBASSP3_3766
DBASSP3_3819	AP02484
DBASSP3_3819	CAMPSQ609
DBASSP3_3819	DBASSP3_3782
DBASSP3_3819	DBASSP3_3790
DBASSP3_3819	satpdb18285
DBASSP3_3819	DRAMP02272
DBASSP3_3819	AP00210
DBASSP3_3819	satpdb27991
DBASSP3_4364	DBASSP3_4364
DBASSP3_5043	DBASSP3_5043
DBASSP3_5122	DBASSP3_5122
DBASSP3_5122	DBASSP3_1689
DBASSP3_5122	DBASSP3_1690
DBASSP3_5122	DBASSP3_1691
DBASSP3_5122	DBASSP3_1692
DBASSP3_5122	satpdb25336
DBASSP3_5122	DBASSP3_1693
DBASSP3_5122	satpdb25043
DBASSP3_5122	satpdb25340
DBASSP3_5122	DBASSP3_1694
DBASSP3_5122	DBASSP3_1695
DBASSP3_5122	satpdb10873
DBASSP3_5122	DBASSP3_1696
DBASSP3_5122	DBASSP3_1697
DBASSP3_5122	DBASSP3_1698
DBASSP3_5122	satpdb11392
DBASSP3_5122	satpdb13308
DBASSP3_5122	DBASSP3_1699
DBASSP3_5122	satpdb20879
DBASSP3_5122	DBASSP3_1700
DBASSP3_5122	DBASSP3_1701
DBASSP3_5122	DBASSP3_1702
DBASSP3_5122	satpdb12258
DBASSP3_5122	satpdb15619
DBASSP3_5122	DBASSP3_1703
DBASSP3_5122	satpdb17362
DBASSP3_5122	satpdb18623
DBASSP3_5122	satpdb28153
DBASSP3_5122	DBASSP3_1704
DBASSP3_5122	satpdb15168
DBASSP3_5122	DBASSP3_1705
DBASSP3_5122	DBASSP3_5291
DBASSP3_5122	satpdb20520
DBASSP3_5122	satpdb15772
DBASSP3_5122	satpdb17901
DBASSP3_5122	DBASSP3_5121
DBASSP3_5122	DBASSP3_5120
DBASSP3_5122	DBASSP3_5098
DBASSP3_5122	DBASSP3_5097
DBASSP3_5122	DBASSP3_5099
DBASSP3_5122	DBASSP3_5101
DBASSP3_5122	DBASSP3_5103
DBASSP3_5122	DBASSP3_5104
DBASSP3_5259	DBASSP3_5259
DBASSP3_5259	AP01245
DBASSP3_5259	PPepDB_2085
DBASSP3_5259	DRAMP01024
DBASSP3_5259	DRAMP01007
DBASSP3_5259	PPepDB_3930
DBASSP3_5259	PHYT00125
DBASSP3_5259	DRAMP00347
DBASSP3_5259	DBASSP3_2008
DBASSP3_5259	CAMPSQ949
DBASSP3_5259	DRAMP00348
DBASSP3_5259	PPepDB_3959
DBASSP3_5259	PPepDB_3862
DBASSP3_5259	DRAMP03501
DBASSP3_5259	DBASSP3_2006
DBASSP3_5259	DRAMP00346
DBASSP3_5259	CAMPSQ948
DBASSP3_5259	DRAMP01070
DBASSP3_5259	PPepDB_3960
DBASSP3_5259	DRAMP01045
DBASSP3_5259	PPepDB_3905
DBASSP3_5259	CAMPSQ950
DBASSP3_5259	DRAMP00369
DBASSP3_5259	PPepDB_3950
DBASSP3_5259	CAMPSQ955
DBASSP3_5259	PPepDB_1562
DBASSP3_5259	CAMPSQ3705
DBASSP3_5259	PPepDB_3949
DBASSP3_5259	DRAMP00372
DBASSP3_5259	AP02033
DBASSP3_5259	CAMPSQ3976
DBASSP3_5259	PPepDB_723
DBASSP3_5414	DBASSP3_5414
DBASSP3_5525	DBASSP3_5525
DBASSP3_5525	satpdb26431
DBASSP3_5525	AP02198
DBASSP3_5525	E20263|Shuchin3|Sichuanfrog(Ranashuchinae)
DBASSP3_5525	E20264|Shuchin4|Sichuanfrog(Ranashuchinae)
DBASSP3_5525	satpdb15879
DBASSP3_5525	DBASSP3_5526
DBASSP3_5525	DBASSP3_5527
DBASSP3_5525	AP02199
DBASSP3_5525	satpdb11771
DBASSP3_5525	AP02200
DBASSP3_5525	E20265|Shuchin5|Sichuanfrog(Ranashuchinae)
DBASSP3_5669	DBASSP3_5669
DBASSP3_5669	E20259|Defensin114|human(Homosapiens)
DBASSP3_5669	satpdb17716
DBASSP3_5669	AP02182
DBASSP3_5722	DBASSP3_5722
DBASSP3_5722	satpdb28566
DBASSP3_5722	AP02297
DBASSP3_5722	E20310|Temporin1RNb|Japanese/Koreanpondfrog(Rananigromaculata)
DBASSP3_5866	DBASSP3_5866
DBASSP3_6743	DBASSP3_6743
DBASSP3_7046	DBASSP3_7046
DBASSP3_7157	DBASSP3_7157
DBASSP3_7562	DBASSP3_7562
DBASSP3_7778	DBASSP3_7778
DBASSP3_8153	DBASSP3_8153
DBASSP3_8153	DBASSP3_13648
DBASSP3_8153	DBASSP3_13650
DBASSP3_8153	DBASSP3_8154
DBASSP3_8153	DRAMP21253
DBASSP3_8153	DRAMP21254
DBASSP3_8153	CAMPSQ8184
DBASSP3_8153	CAMPSQ8185
DBASSP3_8277	DBASSP3_8277
DBASSP3_8277	DBASSP3_2679
DBASSP3_8277	DBASSP3_2669
DBASSP3_9211	DBASSP3_9211
DBASSP3_9303	DBASSP3_9303
DBASSP3_9403	DBASSP3_9403
DBASSP3_9481	DBASSP3_9481
DBASSP3_9578	DBASSP3_9578
DBASSP3_9676	DBASSP3_9676
DBASSP3_9676	DRAMP18429
DBASSP3_9676	E19608|Cathelicidin5|Tasmaniandevil(Sarcophilusharrisii)
DBASSP3_9676	AP02745
DBASSP3_9823	DBASSP3_9823
DBASSP3_9995	DBASSP3_9995
DBASSP3_10055	DBASSP3_10055
DBASSP3_10208	DBASSP3_10208
DBASSP3_10278	DBASSP3_10278
DBASSP3_10356	DBASSP3_10356
DBASSP3_10356	AP01533
DBASSP3_10356	satpdb25599
DBASSP3_10762	DBASSP3_10762
DBASSP3_10932	DBASSP3_10932
DBASSP3_11195	DBASSP3_11195
DBASSP3_11252	DBASSP3_11252
DBASSP3_11252	DBASSP3_11255
DBASSP3_11252	DBASSP3_11259
DBASSP3_11252	DBASSP3_11260
DBASSP3_11553	DBASSP3_11553
DBASSP3_11594	DBASSP3_11594
DBASSP3_11594	DBASSP3_11606
DBASSP3_11594	DBASSP3_11582
DBASSP3_12103	DBASSP3_12103
DBASSP3_12103	DBASSP3_12104
DBASSP3_12103	DBASSP3_12105
DBASSP3_12103	DBASSP3_16890
DBASSP3_12384	DBASSP3_12384
DBASSP3_12517	DBASSP3_12517
DBASSP3_12604	DBASSP3_12604
DBASSP3_3751	DBASSP3_3751
DBASSP3_3935	DBASSP3_3935
DBASSP3_3935	E20808|AntimicrobialpeptideCtriporin|SouthEastAsianscorpion(Chaerilustricostatus)
DBASSP3_3935	satpdb12159
DBASSP3_3935	CAMPSQ4131
DBASSP3_3935	satpdb10077
DBASSP3_3935	AP01791
DBASSP3_4365	DBASSP3_4365
DBASSP3_4365	DBASSP3_4371
DBASSP3_4365	DBASSP3_4374
DBASSP3_4365	DBASSP3_4361
DBASSP3_4365	DBASSP3_4362
DBASSP3_4365	DBASSP3_4363
DBASSP3_4365	DBASSP3_4372
DBASSP3_4365	DBASSP3_2407
DBASSP3_4478	DBASSP3_4478
DBASSP3_4478	CAMPSQ3472
DBASSP3_4478	AP01749
DBASSP3_4478	satpdb20174
DBASSP3_4478	E20426|CathelicidinCMAP27|chicken(Gallusgallus)
DBASSP3_5044	DBASSP3_5044
DBASSP3_5124	DBASSP3_5124
DBASSP3_5124	DBASSP3_5126
DBASSP3_5124	DBASSP3_5127
DBASSP3_5124	DBASSP3_5128
DBASSP3_5124	DBASSP3_5129
DBASSP3_5124	DBASSP3_5130
DBASSP3_5124	DBASSP3_15983
DBASSP3_5262	DBASSP3_5262
DBASSP3_5262	DBASSP3_5257
DBASSP3_5262	DBASSP3_5258
DBASSP3_5262	DBASSP3_5263
DBASSP3_5262	AP01243
DBASSP3_5262	DBASSP3_5264
DBASSP3_5262	AP01244
DBASSP3_5262	DBASSP3_5265
DBASSP3_5262	DBASSP3_5266
DBASSP3_5262	DBASSP3_5267
DBASSP3_5262	DBASSP3_5268
DBASSP3_5262	DRAMP01022
DBASSP3_5262	E07360|Antimicrobialpeptide,CyAMP1|sagopalm(Cycasrevoluta)
DBASSP3_5262	DRAMP01023
DBASSP3_5262	E07361|Antimicrobialpeptide,CyAMP2|sagopalm(Cycasrevoluta)
DBASSP3_5262	PPepDB_2155
DBASSP3_5262	PPepDB_2156
DBASSP3_5262	satpdb25288
DBASSP3_5331	DBASSP3_5331
DBASSP3_5331	DBASSP3_5330
DBASSP3_5415	DBASSP3_5415
DBASSP3_5681	DBASSP3_5681
DBASSP3_5681	satpdb15094
DBASSP3_5681	AP02222
DBASSP3_5723	DBASSP3_5723
DBASSP3_6744	DBASSP3_6744
DBASSP3_6896	DBASSP3_6896
DBASSP3_7014	DBASSP3_7014
DBASSP3_7014	AP02153
DBASSP3_7014	DBASSP3_5789
DBASSP3_7014	DBASSP3_5787
DBASSP3_7014	AP02443
DBASSP3_7014	AP02152
DBASSP3_7014	DBASSP3_5786
DBASSP3_7014	DBASSP3_5790
DBASSP3_7014	CAMPSQ3796
DBASSP3_7014	AP02146
DBASSP3_7014	DBASSP3_5889
DBASSP3_7014	AP02442
DBASSP3_7014	DBASSP3_5788
DBASSP3_7014	DBASSP3_6767
DBASSP3_7084	DBASSP3_7084
DBASSP3_7158	DBASSP3_7158
DBASSP3_7283	DBASSP3_7283
DBASSP3_7283	DBASSP3_3449
DBASSP3_7283	satpdb10571
DBASSP3_7563	DBASSP3_7563
DBASSP3_8844	DBASSP3_8844
DBASSP3_8844	DBASSP3_8836
DBASSP3_9304	DBASSP3_9304
DBASSP3_9404	DBASSP3_9404
DBASSP3_9579	DBASSP3_9579
DBASSP3_9579	DBASSP3_5089
DBASSP3_9579	DBASSP3_7525
DBASSP3_9579	DBASSP3_7528
DBASSP3_9579	DBASSP3_7529
DBASSP3_9579	DBASSP3_7531
DBASSP3_9579	DBASSP3_7533
DBASSP3_9579	DBASSP3_7536
DBASSP3_9579	DBASSP3_7542
DBASSP3_9677	DBASSP3_9677
DBASSP3_9677	DRAMP18428
DBASSP3_9677	E19609|Cathelicidin6|Tasmaniandevil(Sarcophilusharrisii)
DBASSP3_9677	AP02746
DBASSP3_9824	DBASSP3_9824
DBASSP3_9824	DBASSP3_11018
DBASSP3_9824	DBASSP3_14934
DBASSP3_9824	DBASSP3_14918
DBASSP3_9996	DBASSP3_9996
DBASSP3_10056	DBASSP3_10056
DBASSP3_10209	DBASSP3_10209
DBASSP3_10649	DBASSP3_10649
DBASSP3_10812	DBASSP3_10812
DBASSP3_10812	DBASSP3_5882
DBASSP3_10812	AP02985
DBASSP3_11016	DBASSP3_11016
DBASSP3_11196	DBASSP3_11196
DBASSP3_11253	DBASSP3_11253
DBASSP3_11318	DBASSP3_11318
DBASSP3_11595	DBASSP3_11595
DBASSP3_11595	DBASSP3_13480
DBASSP3_11595	DBASSP3_11607
DBASSP3_11595	DBASSP3_11583
DBASSP3_11880	DBASSP3_11880
DBASSP3_12385	DBASSP3_12385
DBASSP3_12385	DBASSP3_18212
DBASSP3_12385	DBASSP3_18211
DBASSP3_12445	DBASSP3_12445
DBASSP3_12445	DBASSP3_12444
DBASSP3_12605	DBASSP3_12605
DBASSP3_13245	DBASSP3_13245
DBASSP3_13369	DBASSP3_13369
DBASSP3_13369	DBASSP3_13370
DBASSP3_15070	DBASSP3_15070
DBASSP3_15624	DBASSP3_15624
DBASSP3_15958	DBASSP3_15958
DBASSP3_16012	DBASSP3_16012
DBASSP3_16131	DBASSP3_16131
DBASSP3_16248	DBASSP3_16248
DBASSP3_16248	DBASSP3_16249
DBASSP3_16248	DBASSP3_16250
DBASSP3_16248	DBASSP3_16255
DBASSP3_16248	DBASSP3_16256
DBASSP3_16248	DBASSP3_16257
DBASSP3_16248	DBASSP3_16258
DBASSP3_16248	DBASSP3_16259
DBASSP3_16248	DBASSP3_16260
DBASSP3_16248	DBASSP3_16261
DBASSP3_16248	DBASSP3_16262
DBASSP3_16248	DBASSP3_16264
DBASSP3_16248	DBASSP3_16265
DBASSP3_16248	DBASSP3_16267
DBASSP3_16333	DBASSP3_16333
DBASSP3_16451	DBASSP3_16451
DBASSP3_16810	DBASSP3_16810
DBASSP3_16987	DBASSP3_16987
DBASSP3_17129	DBASSP3_17129
DBASSP3_17129	DBASSP3_17128
DBASSP3_17453	DBASSP3_17453
DBASSP3_17596	DBASSP3_17596
DBASSP3_17841	DBASSP3_17841
DBASSP3_18039	DBASSP3_18039
DBASSP3_18208	DBASSP3_18208
DBASSP3_18455	DBASSP3_18455
DBASSP3_18581	DBASSP3_18581
DRAMP01004	DRAMP01004
DRAMP01004	E05134|Antifungalpeptide,Cucrmoschin|blackpumpkin(Cucurbitamoschata)
DRAMP01004	CAMPSQ506
DRAMP01004	PPepDB_1614
DRAMP01004	satpdb16641
DRAMP02923	DRAMP02923
DRAMP02923	satpdb21444
DRAMP02923	CAMPSQ571
DRAMP02923	DRAMP02922
DRAMP02923	satpdb20439
DRAMP02923	AP01591
DRAMP02923	DBASSP3_1251
DRAMP02923	CAMPSQ3356
DRAMP03321	DRAMP03321
DRAMP03321	CAMPSQ1091
DRAMP03321	satpdb16593
DRAMP04024	DRAMP04024
DRAMP04024	DBASSP3_1729
DRAMP00508	DRAMP00508
DRAMP00540	DRAMP00540
DRAMP00572	DRAMP00572
DRAMP00733	DRAMP00733
DRAMP03596	DRAMP03596
DRAMP03596	AP00181
DRAMP03596	DBASSP3_1772
DRAMP03596	satpdb24466
DRAMP03786	DRAMP03786
DRAMP03786	CAMPSQ3281
DRAMP03786	DRAMP03787
DRAMP03786	AP01491
DRAMP03786	CAMPSQ3282
DRAMP03786	DBASSP3_5408
DRAMP03786	DRAMP03785
DRAMP03786	DRAMP03784
DRAMP03786	CAMPSQ3279
DRAMP03786	CAMPSQ3280
DRAMP03786	CAMPSQ3278
DRAMP03786	DRAMP03783
DRAMP03786	CAMPSQ1942
DRAMP03786	CAMPSQ3283
DRAMP18408	DRAMP18408
DRAMP18408	AP02771
DRAMP18408	E03015|DefensinDmAMP2|dahlia(Dahliamerckii)
DRAMP18408	DRAMP00750
DRAMP18408	PPepDB_2992
DRAMP18408	DBASSP3_17935
DRAMP18408	CAMPSQ920
DRAMP18408	satpdb25331
DRAMP18408	DRAMP00411
DRAMP18408	PPepDB_1611
DRAMP20803	DRAMP20803
DRAMP20803	AP03001
DRAMP20803	DBASSP3_11525
DRAMP21109	DRAMP21109
E07808|AfusinC|fungus(Aspergillusfumigatus)	E07808|AfusinC|fungus(Aspergillusfumigatus)
E07808|AfusinC|fungus(Aspergillusfumigatus)	E07804|Aflasin1C|fungus(Aspergillusflavus),fungus(Aspergillusoryzae)
E07808|AfusinC|fungus(Aspergillusfumigatus)	E07814|Cglosin1C|soilfungus(Chaetomiumglobosum)
E07808|AfusinC|fungus(Aspergillusfumigatus)	E07810|Nefisin1C|foodbornefungus(Neosartoryafischeri)
E07808|AfusinC|fungus(Aspergillusfumigatus)	E07811|Nefisin2C|foodbornefungus(Neosartoryafischeri)
E07808|AfusinC|fungus(Aspergillusfumigatus)	E07806|AclasinC|fungus(Aspergillusclavatus)
E05702|Antimicrobialpeptide,HylaseptinP1|polkadottreefrog/spottedtreefrog(Hylapunctata)	E05702|Antimicrobialpeptide,HylaseptinP1|polkadottreefrog/spottedtreefrog(Hylapunctata)
E05702|Antimicrobialpeptide,HylaseptinP1|polkadottreefrog/spottedtreefrog(Hylapunctata)	AP01249
E05702|Antimicrobialpeptide,HylaseptinP1|polkadottreefrog/spottedtreefrog(Hylapunctata)	DBASSP3_1163
E05702|Antimicrobialpeptide,HylaseptinP1|polkadottreefrog/spottedtreefrog(Hylapunctata)	satpdb25965
E05702|Antimicrobialpeptide,HylaseptinP1|polkadottreefrog/spottedtreefrog(Hylapunctata)	CAMPSQ533
E13017|DiketopiperazineLR[R2modified]|bacterium:Bacilluscereus	E13017|DiketopiperazineLR[R2modified]|bacterium:Bacilluscereus
E13017|DiketopiperazineLR[R2modified]|bacterium:Bacilluscereus	DBASSP3_9825
DBASSP3_16014	DBASSP3_16014
DBASSP3_16133	DBASSP3_16133
DBASSP3_16812	DBASSP3_16812
DBASSP3_16989	DBASSP3_16989
DBASSP3_16989	DBASSP3_16988
DBASSP3_17131	DBASSP3_17131
DBASSP3_17598	DBASSP3_17598
DBASSP3_17804	DBASSP3_17804
DBASSP3_17843	DBASSP3_17843
DBASSP3_18041	DBASSP3_18041
DBASSP3_18210	DBASSP3_18210
DBASSP3_18210	AP02969
DBASSP3_18210	DBASSP3_10246
DBASSP3_18210	E19909|TemporinGHc|Gunther'sfrog(Hylaranaguentheri)
DBASSP3_18210	E19910|TemporinGHd|Gunther'sfrog(Hylaranaguentheri)
DBASSP3_18210	DBASSP3_10247
DBASSP3_18210	AP02970
DBASSP3_18210	E19907|TemporinGHa|Gunther'sfrog(Hylaranaguentheri)
DBASSP3_18210	E19908|TemporinGHb|Gunther'sfrog(Hylaranaguentheri)
DBASSP3_18210	DBASSP3_14658
DBASSP3_18210	DBASSP3_14659
DBASSP3_18210	DBASSP3_10244
DBASSP3_18210	AP02967
DBASSP3_18210	DBASSP3_10245
DBASSP3_18210	AP02968
DBASSP3_18350	DBASSP3_18350
DBASSP3_18457	DBASSP3_18457
DBASSP3_18457	DBASSP3_18456
DBASSP3_18583	DBASSP3_18583
DBASSP3_18643	DBASSP3_18643
DRAMP02439	DRAMP02439
DRAMP02439	DBASSP3_5106
DRAMP02439	AP02161
DRAMP02439	CAMPSQ4154
DRAMP02439	satpdb21371
