,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,DataBases,Code_SP,Name_SP,Organism_SP
3362,DBASSP3_1886,sp|E1B230|E2CG1_AMOCU,100.0,37,0,0,1,37,40,76,7.06e-19,73.9,DBAASP3,E1B230,E2CG1,AMOCU
3384,DBASSP3_1887,sp|E1B231|P2CG1_AMOCU,100.0,31,0,0,1,31,42,72,8.07e-18,70.9,DBAASP3,E1B231,P2CG1,AMOCU
3393,DBASSP3_1888,sp|E1AWD4|B1CG1_AMOCU,100.0,24,0,0,1,24,46,69,9.17e-10,50.1,DBAASP3,E1AWD4,B1CG1,AMOCU
3406,DBASSP3_1889,sp|E1AWD5|B1CG2_AMOCU,100.0,24,0,0,1,24,46,69,6.46e-10,50.4,DBAASP3,E1AWD5,B1CG2,AMOCU
3431,DBASSP3_1890,sp|E1AWD2|B1CG3_AMOCU,100.0,24,0,0,1,24,47,70,2.19e-08,46.6,DBAASP3,E1AWD2,B1CG3,AMOCU
3434,DBASSP3_1891,sp|E1AWD3|B1CG4_AMOCU,100.0,24,0,0,1,24,48,71,2.74e-09,48.9,DBAASP3,E1AWD3,B1CG4,AMOCU
3443,DBASSP3_1892,sp|E1B228|B1CG5_AMOCU,100.0,24,0,0,1,24,46,69,2.26e-10,51.6,DBAASP3,E1B228,B1CG5,AMOCU
3468,DBASSP3_1893,sp|E1AWD6|B2CG1_AMOCU,100.0,33,0,0,1,33,42,74,1.27e-15,65.5,DBAASP3,E1AWD6,B2CG1,AMOCU
3493,DBASSP3_1894,sp|Q29075|NKL_PIG,91.0,78,7,0,1,78,47,124,4.3899999999999997e-48,151.0,DBAASP3,Q29075,NKL,PIG
3498,DBASSP3_1895,sp|F1T152|PA2IA_ODOIS,96.6,29,1,0,1,29,42,70,4.54e-14,61.2,DBAASP3,F1T152,PA2IA,ODOIS
3523,DBASSP3_1896,sp|P84280|PA2C_LITPA,69.0,29,9,0,1,29,1,29,8.85e-09,47.0,DBAASP3,P84280,PA2C,LITPA
3540,DBASSP3_1897,sp|F1T156|NIG2A_ODOIS,90.5,21,2,0,1,21,46,66,5.76e-07,42.7,DBAASP3,F1T156,NIG2A,ODOIS
3542,DBASSP3_1898,sp|Q2UXV9|BR1S_ODOSH,62.5,24,9,0,1,24,47,70,9.63e-05,37.4,DBAASP3,Q2UXV9,BR1S,ODOSH
3543,DBASSP3_1908,sp|P81573|DEFD7_SPIOL,100.0,38,0,0,1,38,1,38,1.36e-24,87.4,DBAASP3,P81573,DEFD7,SPIOL
3566,DBASSP3_1909,sp|P81571|DEFD2_SPIOL,100.0,52,0,0,1,52,1,52,3.5300000000000003e-37,120.0,DBAASP3,P81571,DEFD2,SPIOL
3591,DBASSP3_1919,sp|Q8T9R8|STMX_STOCA,100.0,42,0,0,1,42,25,66,8.48e-20,76.3,DBAASP3,Q8T9R8,STMX,STOCA
3592,DBASSP3_1920,sp|Q7M1F3|DEF1_AESHI,100.0,50,0,0,1,50,1,50,6.45e-39,124.0,DBAASP3,Q7M1F3,DEF1,AESHI
3617,DBASSP3_1921,sp|Q7M1F2|DEF1_CLITE,100.0,49,0,0,1,49,1,49,2.0300000000000003e-37,120.0,DBAASP3,Q7M1F2,DEF1,CLITE
3642,DBASSP3_1922,sp|P0C8Y4|DEF1_DAHME,100.0,50,0,0,1,50,1,50,4.390000000000001e-37,119.0,DBAASP3,P0C8Y4,DEF1,DAHME
3667,DBASSP3_1924,sp|P0C8Y5|DEF1_HEUSA,100.0,54,0,0,1,54,1,54,7.21e-40,127.0,DBAASP3,P0C8Y5,DEF1,HEUSA
3692,DBASSP3_1925,sp|P21923|DEF1_SORBI,100.0,47,0,0,1,47,1,47,7.030000000000001e-35,114.0,DBAASP3,P21923,DEF1,SORBI
3702,DBASSP3_1926,sp|P30230|DEF2_RAPSA,100.0,50,0,0,2,51,31,80,7.16e-37,120.0,DBAASP3,P30230,DEF2,RAPSA
3727,DBASSP3_1935,sp|P30231|DEF1_SINAL,100.0,50,0,0,2,51,2,51,2.32e-37,120.0,DBAASP3,P30231,DEF1,SINAL
3752,DBASSP3_1943,sp|P17737|AFP_ASPGI,100.0,51,0,0,1,51,44,94,3.6e-35,116.0,DBAASP3,P17737,AFP,ASPGI
3753,DBASSP3_1950,sp|P30232|DEF2A_SINAL,98.0,50,1,0,2,51,2,51,1.92e-36,118.0,DBAASP3,P30232,DEF2A,SINAL
3778,DBASSP3_1951,sp|P30224|DEF13_ARATH,100.0,50,0,0,2,51,31,80,7.16e-37,120.0,DBAASP3,P30224,DEF13,ARATH
3803,DBASSP3_1953,sp|Q8H6Q0|DEF2_PETHY,100.0,49,0,0,1,49,26,74,7e-36,118.0,DBAASP3,Q8H6Q0,DEF2,PETHY
3818,DBASSP3_1954,sp|Q8H6Q1|DEF1_PETHY,100.0,47,0,0,1,47,26,72,1.7900000000000002e-31,107.0,DBAASP3,Q8H6Q1,DEF1,PETHY
3829,DBASSP3_1955,sp|Q8GTM0|DEF_NICAL,100.0,47,0,0,1,47,26,72,8.07e-33,110.0,DBAASP3,Q8GTM0,DEF,NICAL
3854,DBASSP3_1956,sp|P0C1Z7|TACA1_TACTR,100.0,44,0,0,1,44,1,44,1.55e-30,102.0,DBAASP3,P0C1Z7,TACA1,TACTR
3856,DBASSP3_1965,sp|O24331|DEF4_RAPSA,100.0,50,0,0,2,51,31,80,2.06e-36,119.0,DBAASP3,O24331,DEF4,RAPSA
3881,DBASSP3_1966,sp|Q39313|DEF3_BRANA,100.0,50,0,0,1,50,30,79,1.91e-36,119.0,DBAASP3,Q39313,DEF3,BRANA
3906,DBASSP3_1968,sp|Q41258|AMP1_ALLCE,100.0,93,0,0,1,93,28,120,2.03e-69,206.0,DBAASP3,Q41258,AMP1,ALLCE
3915,DBASSP3_1970,sp|E7EKH7|B2SN4_SYLSP,93.3,30,2,0,1,30,43,72,1.43e-13,60.1,DBAASP3,E7EKH7,B2SN4,SYLSP
3919,DBASSP3_1971,sp|E7EKH5|B2S21_SYLSP,78.1,32,7,0,2,33,44,75,5.05e-13,58.9,DBAASP3,E7EKH5,B2S21,SYLSP
3937,DBASSP3_1974,sp|E7EKH5|B2S21_SYLSP,90.9,33,3,0,1,33,43,75,1.51e-14,62.8,DBAASP3,E7EKH5,B2S21,SYLSP
3962,DBASSP3_1975,sp|F1T149|ES1IA_ODOIS,70.5,44,13,0,4,47,41,84,1.5e-15,66.2,DBAASP3,F1T149,ES1IA,ODOIS
3976,DBASSP3_1976,sp|E7EKI0|E2SN1_SYLSP,91.9,37,3,0,1,37,40,76,2.87e-18,72.4,DBAASP3,E7EKI0,E2SN1,SYLSP
3998,DBASSP3_1977,sp|A0AEI6|BR2GC_SYLGU,69.0,29,9,0,1,29,42,70,8.24e-11,53.1,DBAASP3,A0AEI6,BR2GC,SYLGU
4003,DBASSP3_1979,sp|P86149|BR1E_PELRI,79.2,24,5,0,1,24,1,24,3.11e-07,42.7,DBAASP3,P86149,BR1E,PELRI
4026,DBASSP3_1980,sp|E1AWD3|B1CG4_AMOCU,70.8,24,7,0,1,24,48,71,1.21e-05,39.7,DBAASP3,E1AWD3,B1CG4,AMOCU
4032,DBASSP3_1981,sp|P32424|BR2_PELPV,69.7,33,10,0,1,33,1,33,9.02e-08,44.7,DBAASP3,P32424,BR2,PELPV
4049,DBASSP3_1982,sp|E1AWD6|B2CG1_AMOCU,81.8,33,6,0,1,33,42,74,6.67e-11,53.5,DBAASP3,E1AWD6,B2CG1,AMOCU
4073,DBASSP3_2002,sp|P80711|CLAVB_STYCL,95.7,23,1,0,1,23,1,23,2.62e-10,50.4,DBAASP3,P80711,CLAVB,STYCL
4078,DBASSP3_2006,sp|Q43871|NLTP8_HORVU,100.0,90,0,0,1,90,26,115,9.55e-57,173.0,DBAASP3,Q43871,NLTP8,HORVU
4103,DBASSP3_2008,sp|Q43767|NLT41_HORVU,100.0,90,0,0,1,90,26,115,6.45e-55,168.0,DBAASP3,Q43767,NLT41,HORVU
4128,DBASSP3_2015,sp|P14215|PPM1_LIMPO,100.0,18,0,0,1,18,1,18,1.4e-08,45.8,DBAASP3,P14215,PPM1,LIMPO
4135,DBASSP3_2016,sp|P80915|AMP1_MACIN,100.0,76,0,0,1,76,27,102,1.18e-55,169.0,DBAASP3,P80915,AMP1,MACIN
4137,DBASSP3_2017,sp|Q4GWV4|DEFCG_CRAGI,100.0,43,0,0,1,43,23,65,1.22e-30,103.0,DBAASP3,Q4GWV4,DEFCG,CRAGI
4151,DBASSP3_2025,sp|Q5SC60|ANN1_AREMA,100.0,21,0,0,1,21,182,202,2.63e-09,51.2,DBAASP3,Q5SC60,ANN1,AREMA
4153,DBASSP3_2028,sp|P51437|CAMP_MOUSE,100.0,38,0,0,1,38,135,172,1.23e-12,60.5,DBAASP3,P51437,CAMP,MOUSE
4154,DBASSP3_2042,sp|P81172|HEPC_HUMAN,100.0,25,0,0,1,25,60,84,4.59e-15,63.9,DBAASP3,P81172,HEPC,HUMAN
4161,DBASSP3_2043,sp|P81172|HEPC_HUMAN,100.0,20,0,0,1,20,65,84,1.23e-08,47.4,DBAASP3,P81172,HEPC,HUMAN
4166,DBASSP3_2044,sp|P84936|DMS6_PITAZ,100.0,29,0,0,1,29,1,29,3.65e-10,50.4,DBAASP3,P84936,DMS6,PITAZ
4173,DBASSP3_2045,sp|P85114|OSTR2_STRCA,100.0,41,0,0,1,41,1,41,6.13e-29,98.6,DBAASP3,P85114,OSTR2,STRCA
4182,DBASSP3_2046,sp|P85113|OSTR1_STRCA,100.0,36,0,0,1,36,1,36,2.14e-27,94.4,DBAASP3,P85113,OSTR1,STRCA
4186,DBASSP3_2047,sp|P85115|OSTR3_STRCA,100.0,40,0,0,1,40,1,40,5.750000000000001e-29,98.6,DBAASP3,P85115,OSTR3,STRCA
4190,DBASSP3_2048,sp|P85116|OSTR4_STRCA,100.0,42,0,0,1,42,1,42,1.1300000000000001e-29,100.0,DBAASP3,P85116,OSTR4,STRCA
4197,DBASSP3_2049,sp|Q29075|NKL_PIG,92.1,76,6,0,2,77,49,124,6.960000000000001e-47,148.0,DBAASP3,Q29075,NKL,PIG
4202,DBASSP3_2076,sp|P84156|DEFN_ARCDE,97.7,44,1,0,1,44,1,44,2.67e-31,104.0,DBAASP3,P84156,DEFN,ARCDE
4207,DBASSP3_2077,sp|P84156|DEFN_ARCDE,97.7,44,1,0,1,44,1,44,2.67e-31,104.0,DBAASP3,P84156,DEFN,ARCDE
4211,DBASSP3_2078,sp|P84156|DEFN_ARCDE,100.0,43,0,0,1,43,1,43,5.4e-31,103.0,DBAASP3,P84156,DEFN,ARCDE
4216,DBASSP3_2079,sp|P84156|DEFN_ARCDE,100.0,43,0,0,2,44,2,44,7.68e-31,103.0,DBAASP3,P84156,DEFN,ARCDE
4221,DBASSP3_2080,sp|P84156|DEFN_ARCDE,97.7,44,1,0,1,44,1,44,3.8000000000000004e-31,104.0,DBAASP3,P84156,DEFN,ARCDE
4225,DBASSP3_2081,sp|P84156|DEFN_ARCDE,97.7,44,1,0,1,44,1,44,2.67e-31,104.0,DBAASP3,P84156,DEFN,ARCDE
4230,DBASSP3_2082,sp|P84156|DEFN_ARCDE,97.7,44,1,0,1,44,1,44,1.32e-31,105.0,DBAASP3,P84156,DEFN,ARCDE
4235,DBASSP3_2083,sp|P84156|DEFN_ARCDE,97.7,44,1,0,1,44,1,44,1.32e-31,105.0,DBAASP3,P84156,DEFN,ARCDE
4240,DBASSP3_2084,sp|P84156|DEFN_ARCDE,97.7,44,1,0,1,44,1,44,9.310000000000001e-32,105.0,DBAASP3,P84156,DEFN,ARCDE
4245,DBASSP3_2085,sp|P84156|DEFN_ARCDE,95.5,44,2,0,1,44,1,44,1.88e-31,105.0,DBAASP3,P84156,DEFN,ARCDE
4250,DBASSP3_2086,sp|P84156|DEFN_ARCDE,95.5,44,2,0,1,44,1,44,2.2099999999999998e-30,102.0,DBAASP3,P84156,DEFN,ARCDE
4255,DBASSP3_2087,sp|P84156|DEFN_ARCDE,97.7,44,1,0,1,44,1,44,1.09e-30,103.0,DBAASP3,P84156,DEFN,ARCDE
4260,DBASSP3_2088,sp|P84156|DEFN_ARCDE,95.5,44,2,0,1,44,1,44,5.4e-31,103.0,DBAASP3,P84156,DEFN,ARCDE
4265,DBASSP3_2089,sp|P84156|DEFN_ARCDE,100.0,44,0,0,1,44,1,44,6.55e-32,106.0,DBAASP3,P84156,DEFN,ARCDE
4270,DBASSP3_2106,sp|P05059|CMGA_BOVIN,100.0,76,0,0,1,76,19,94,8.63e-45,151.0,DBAASP3,P05059,CMGA,BOVIN
4277,DBASSP3_2108,sp|P33716|CMGA_STRCA,95.0,20,1,0,1,20,41,60,6.56e-06,40.8,DBAASP3,P33716,CMGA,STRCA
4284,DBASSP3_2109,sp|P10645|CMGA_HUMAN,100.0,30,0,0,1,30,59,88,8.93e-12,59.3,DBAASP3,P10645,CMGA,HUMAN
4291,DBASSP3_2110,sp|P26339|CMGA_MOUSE,100.0,24,0,0,1,24,65,88,1.48e-07,47.0,DBAASP3,P26339,CMGA,MOUSE
4298,DBASSP3_2121,sp|Q9X2V7|MCJA_ECOLX,100.0,21,0,0,1,21,38,58,1.25e-09,49.3,DBAASP3,Q9X2V7,MCJA,ECOLX
4299,DBASSP3_2138,sp|P82592|CECA_AEDAE,100.0,34,0,0,1,34,24,57,7.53e-15,63.2,DBAASP3,P82592,CECA,AEDAE
4312,DBASSP3_2144,sp|E4VP50|NDBW_MESEU,100.0,18,0,0,1,18,17,34,7.52e-07,42.4,DBAASP3,E4VP50,NDBW,MESEU
4313,DBASSP3_2148,sp|P83416|VIRE_HELVI,55.3,38,17,0,1,38,2,39,1.15e-08,47.4,DBAASP3,P83416,VIRE,HELVI
4317,DBASSP3_2149,sp|Q86MA1|MOR_MANSE,69.0,42,13,0,1,42,26,67,6.74e-15,63.9,DBAASP3,Q86MA1,MOR,MANSE
4321,DBASSP3_2150,sp|P83416|VIRE_HELVI,60.0,35,14,0,1,35,2,36,3.71e-07,43.5,DBAASP3,P83416,VIRE,HELVI
4323,DBASSP3_2151,sp|P83416|VIRE_HELVI,52.6,38,18,0,1,38,2,39,1.07e-06,42.4,DBAASP3,P83416,VIRE,HELVI
4325,DBASSP3_2152,sp|P83416|VIRE_HELVI,55.3,38,17,0,1,38,2,39,1.84e-07,44.3,DBAASP3,P83416,VIRE,HELVI
4327,DBASSP3_2153,sp|P83416|VIRE_HELVI,57.1,35,15,0,1,35,2,36,1.52e-06,42.0,DBAASP3,P83416,VIRE,HELVI
4329,DBASSP3_2155,sp|P83416|VIRE_HELVI,60.7,28,11,0,1,28,2,29,6.53e-05,37.4,DBAASP3,P83416,VIRE,HELVI
4330,DBASSP3_2156,sp|P01504|MEL_APIFL,77.3,22,5,0,2,23,2,23,2.03e-05,38.1,DBAASP3,P01504,MEL,APIFL
4333,DBASSP3_2158,sp|P55897|H2A_BUFGR,100.0,39,0,0,1,39,1,39,3.9e-20,76.3,DBAASP3,P55897,H2A,BUFGR
4358,DBASSP3_2165,sp|Q90WP7|PLR_LITPI,100.0,18,0,0,1,18,44,61,1.18e-09,49.3,DBAASP3,Q90WP7,PLR,LITPI
4363,DBASSP3_2166,sp|P83663|RACYE_PELLE,100.0,17,0,0,1,17,1,17,3.85e-08,44.7,DBAASP3,P83663,RACYE,PELLE
4367,DBASSP3_2167,sp|P83719|RACYT_RANTE,100.0,17,0,0,1,17,44,60,5.31e-08,45.1,DBAASP3,P83719,RACYT,RANTE
4372,DBASSP3_2168,sp|A7WNV3|B1PLB_LITPA,100.0,24,0,0,1,24,47,70,2.31e-10,51.6,DBAASP3,A7WNV3,B1PLB,LITPA
4397,DBASSP3_2169,sp|A7WNV4|B1PLC_LITPA,100.0,24,0,0,1,24,47,70,6.61e-10,50.4,DBAASP3,A7WNV4,B1PLC,LITPA
4422,DBASSP3_2170,sp|A7WNV5|E2PLA_LITPA,100.0,37,0,0,1,37,42,78,1.83e-19,75.5,DBAASP3,A7WNV5,E2PLA,LITPA
4441,DBASSP3_2172,sp|D3UA80|R2PLG_LITPA,92.9,28,2,0,1,28,14,41,1.07e-12,57.0,DBAASP3,D3UA80,R2PLG,LITPA
4466,DBASSP3_2173,sp|Q1JS92|RN2VA_ODOVE,100.0,28,0,0,1,28,44,71,6.31e-14,60.8,DBAASP3,Q1JS92,RN2VA,ODOVE
4491,DBASSP3_2174,sp|A7WNV6|R2PLA_LITPA,89.3,28,3,0,1,28,44,71,4.25e-12,56.2,DBAASP3,A7WNV6,R2PLA,LITPA
4516,DBASSP3_2176,sp|D3UA80|R2PLG_LITPA,89.3,28,2,1,1,27,14,41,1.99e-10,51.2,DBAASP3,D3UA80,R2PLG,LITPA
4530,DBASSP3_2177,sp|Q1JS87|ES1VB_ODOVE,87.0,46,6,0,1,46,39,84,4.91e-23,85.1,DBAASP3,Q1JS87,ES1VB,ODOVE
4547,DBASSP3_2178,sp|Q1JS87|ES1VB_ODOVE,100.0,46,0,0,1,46,39,84,2.1700000000000002e-26,93.6,DBAASP3,Q1JS87,ES1VB,ODOVE
4564,DBASSP3_2180,sp|P84275|PA1B_LITPA,100.0,28,0,0,1,28,1,28,1.29e-14,61.6,DBAASP3,P84275,PA1B,LITPA
4569,DBASSP3_2181,sp|P84277|PA1D_LITPA,100.0,27,0,0,1,27,1,27,2.78e-11,53.1,DBAASP3,P84277,PA1D,LITPA
4572,DBASSP3_2182,sp|P84279|PA2B_LITPA,100.0,31,0,0,1,31,1,31,6.45e-16,65.1,DBAASP3,P84279,PA2B,LITPA
4590,DBASSP3_2183,sp|P84280|PA2C_LITPA,100.0,31,0,0,1,31,1,31,1.3e-15,64.3,DBAASP3,P84280,PA2C,LITPA
4609,DBASSP3_2184,sp|P84281|PA3A_LITPA,100.0,48,0,0,1,48,1,48,3.9399999999999998e-28,97.1,DBAASP3,P84281,PA3A,LITPA
4613,DBASSP3_2185,sp|P84262|PA3B_LITPA,100.0,48,0,0,1,48,1,48,2.7699999999999997e-28,97.4,DBAASP3,P84262,PA3B,LITPA
4617,DBASSP3_2186,sp|P84276|PA1C_LITPA,100.0,27,0,0,1,27,42,68,3.1e-11,53.9,DBAASP3,P84276,PA1C,LITPA
4622,DBASSP3_2191,sp|E2IH92|PEN3_PENIN,59.7,62,22,3,1,60,20,80,4.04e-16,68.2,DBAASP3,E2IH92,PEN3,PENIN
4640,DBASSP3_2192,sp|A6XMY0|ARA1_HYAAR,97.3,37,1,0,1,37,26,62,8.96e-20,75.9,DBAASP3,A6XMY0,ARA1,HYAAR
4642,DBASSP3_2193,sp|F1T149|ES1IA_ODOIS,89.1,46,5,0,1,46,39,84,1.4699999999999999e-24,89.0,DBAASP3,F1T149,ES1IA,ODOIS
4659,DBASSP3_2194,sp|B3A0M3|B2JD_ODOJI,100.0,33,0,0,1,33,1,33,2.09e-15,63.9,DBAASP3,B3A0M3,B2JD,ODOJI
4683,DBASSP3_2196,sp|C0HL71|B2GRC_ODOGR,100.0,37,0,0,1,37,1,37,3.45e-20,76.3,DBAASP3,C0HL71,B2GRC,ODOGR
4708,DBASSP3_2197,sp|P85070|NIG2C_ODOGR,100.0,21,0,0,1,21,47,67,7.21e-08,45.1,DBAASP3,P85070,NIG2C,ODOGR
4712,DBASSP3_2198,sp|C0HL73|NIG2B_ODOGR,100.0,21,0,0,1,21,1,21,5.6e-09,47.0,DBAASP3,C0HL73,NIG2B,ODOGR
4717,DBASSP3_2199,sp|C0HL70|B2GRB_ODOGR,100.0,33,0,0,1,33,1,33,1.03e-15,64.7,DBAASP3,C0HL70,B2GRB,ODOGR
4737,DBASSP3_2210,sp|P0C5X1|B2DYA_RANDY,69.7,33,10,0,1,33,1,33,1.13e-10,52.0,DBAASP3,P0C5X1,B2DYA,RANDY
4759,DBASSP3_2218,sp|B3A0M5|B1JDB_ODOJI,100.0,24,0,0,1,24,1,24,6.53e-09,47.0,DBAASP3,B3A0M5,B1JDB,ODOJI
4771,DBASSP3_2229,sp|P69136|TAC1_CARRO,100.0,17,0,0,1,17,1,17,2.71e-08,45.1,DBAASP3,P69136,TAC1,CARRO
4778,DBASSP3_2242,sp|Q9W5U2|CHI10_DROME,41.1,56,28,2,15,70,700,750,0.000149,41.2,DBAASP3,Q9W5U2,CHI10,DROME
4780,DBASSP3_2248,sp|P80957|BDEF_TACTR,100.0,79,0,0,1,79,39,117,3.57e-54,166.0,DBAASP3,P80957,BDEF,TACTR
4783,DBASSP3_2251,sp|P0CH48|AMP1_SCOSU,100.0,21,0,0,1,21,1,21,2.78e-09,47.8,DBAASP3,P0CH48,AMP1,SCOSU
4784,DBASSP3_2252,sp|P0CH49|AMP2_SCOSU,100.0,25,0,0,1,25,1,25,5.03e-11,52.4,DBAASP3,P0CH49,AMP2,SCOSU
4785,DBASSP3_2261,sp|P69136|TAC1_CARRO,100.0,17,0,0,1,17,1,17,2.71e-08,45.1,DBAASP3,P69136,TAC1,CARRO
4792,DBASSP3_2265,sp|P54228|CTHL6_BOVIN,100.0,27,0,0,1,27,132,158,4.84e-06,42.4,DBAASP3,P54228,CTHL6,BOVIN
4793,DBASSP3_2278,sp|P0CJ32|ASCA8_ASCTR,94.7,19,1,0,1,19,1,19,0.000189,35.4,DBAASP3,P0CJ32,ASCA8,ASCTR
4794,DBASSP3_2281,sp|A0AEI5|BR2GB_SYLGU,93.3,30,2,0,1,30,43,72,1.17e-12,57.8,DBAASP3,A0AEI5,BR2GB,SYLGU
4801,DBASSP3_2283,sp|P82422|LTX2B_NEOGO,100.0,24,0,0,1,24,1,24,1.95e-10,50.8,DBAASP3,P82422,LTX2B,NEOGO
4804,DBASSP3_2285,sp|P84385|XT5_XENTR,100.0,22,0,0,1,22,1,22,9.36e-06,38.9,DBAASP3,P84385,XT5,XENTR
4805,DBASSP3_2288,sp|P84383|XT3_XENTR,92.0,25,2,0,1,25,1,25,3.41e-09,47.8,DBAASP3,P84383,XT3,XENTR
4806,DBASSP3_2292,sp|P84387|XT1_XENTR,74.1,27,7,0,1,27,1,27,5.22e-07,42.4,DBAASP3,P84387,XT1,XENTR
4807,DBASSP3_2293,sp|P84386|XT6_XENTR,100.0,18,0,0,1,18,1,18,0.000127,35.8,DBAASP3,P84386,XT6,XENTR
4808,DBASSP3_2296,sp|P61507|LYT1_HOGCA,100.0,25,0,0,1,25,1,25,7.15e-11,52.0,DBAASP3,P61507,LYT1,HOGCA
4810,DBASSP3_2297,sp|P61508|LYT2_HOGCA,100.0,27,0,0,1,27,1,27,8.26e-13,57.0,DBAASP3,P61508,LYT2,HOGCA
4812,DBASSP3_2300,sp|P0CJ32|ASCA8_ASCTR,100.0,19,0,0,1,19,1,19,2.82e-06,40.0,DBAASP3,P0CJ32,ASCA8,ASCTR
4813,DBASSP3_2302,sp|P0CJ32|ASCA8_ASCTR,100.0,19,0,0,1,19,1,19,2.82e-06,40.0,DBAASP3,P0CJ32,ASCA8,ASCTR
4814,DBASSP3_2303,sp|P0CJ25|ASCA1_ASCTR,100.0,23,0,0,1,23,1,23,2.16e-09,48.1,DBAASP3,P0CJ25,ASCA1,ASCTR
4819,DBASSP3_2304,sp|P0CJ25|ASCA1_ASCTR,100.0,23,0,0,1,23,1,23,2.16e-09,48.1,DBAASP3,P0CJ25,ASCA1,ASCTR
4824,DBASSP3_2305,sp|P0CJ29|ASCA5_ASCTR,100.0,24,0,0,1,24,1,24,6.78e-11,52.0,DBAASP3,P0CJ29,ASCA5,ASCTR
4831,DBASSP3_2310,sp|P40837|BR2EA_PELLE,69.7,33,10,0,1,33,1,33,7.69e-09,47.4,DBAASP3,P40837,BR2EA,PELLE
4853,DBASSP3_2311,sp|P86152|BR2EJ_PELRI,100.0,30,0,0,1,30,1,30,1.75e-15,63.9,DBAASP3,P86152,BR2EJ,PELRI
4878,DBASSP3_2316,sp|P82414|GTX3A_NEOGO,100.0,30,0,0,1,30,1,30,1.01e-14,62.0,DBAASP3,P82414,GTX3A,NEOGO
4889,DBASSP3_2318,sp|P80400|GGN6_GLARU,100.0,24,0,0,1,24,1,24,1.37e-10,51.2,DBAASP3,P80400,GGN6,GLARU
4914,DBASSP3_2332,sp|P82420|GTX3G_NEOGO,100.0,18,0,0,1,18,1,18,5.41e-06,39.3,DBAASP3,P82420,GTX3G,NEOGO
4916,DBASSP3_2334,sp|P82423|WTX1A_NEOGO,100.0,25,0,0,1,25,1,25,2.05e-10,50.8,DBAASP3,P82423,WTX1A,NEOGO
4920,DBASSP3_2349,sp|P82425|WTX1C_NEOGO,96.0,25,1,0,1,25,1,25,5.93e-10,49.7,DBAASP3,P82425,WTX1C,NEOGO
4922,DBASSP3_2364,sp|P80711|CLAVB_STYCL,100.0,23,0,0,1,23,1,23,9.15e-11,51.6,DBAASP3,P80711,CLAVB,STYCL
4927,DBASSP3_2369,sp|P86170|MEP_MELAF,100.0,18,0,0,1,18,1,18,1.55e-05,38.1,DBAASP3,P86170,MEP,MELAF
4928,DBASSP3_2370,sp|Q8UUG0|MORO_MORSA,100.0,22,0,0,1,22,23,44,2.11e-09,49.3,DBAASP3,Q8UUG0,MORO,MORSA
4932,DBASSP3_2383,sp|P54229|CTHL5_BOVIN,100.0,28,0,0,1,28,132,159,2.24e-13,61.6,DBAASP3,P54229,CTHL5,BOVIN
4935,DBASSP3_2386,sp|P82741|RAN1_LITCT,95.8,24,1,0,1,24,1,24,6.89e-09,47.0,DBAASP3,P82741,RAN1,LITCT
4937,DBASSP3_2388,sp|P82741|RAN1_LITCT,96.0,25,1,0,1,25,1,25,1.75e-11,53.5,DBAASP3,P82741,RAN1,LITCT
4940,DBASSP3_2389,sp|P82741|RAN1_LITCT,96.0,25,1,0,1,25,1,25,2.49e-11,53.1,DBAASP3,P82741,RAN1,LITCT
4946,DBASSP3_2390,sp|P82741|RAN1_LITCT,96.0,25,1,0,1,25,1,25,1.75e-11,53.5,DBAASP3,P82741,RAN1,LITCT
4948,DBASSP3_2391,sp|P82741|RAN1_LITCT,96.0,25,1,0,1,25,1,25,1.75e-11,53.5,DBAASP3,P82741,RAN1,LITCT
4950,DBASSP3_2392,sp|P82741|RAN1_LITCT,96.0,25,1,0,1,25,1,25,1.44e-10,51.2,DBAASP3,P82741,RAN1,LITCT
4952,DBASSP3_2393,sp|P82741|RAN1_LITCT,88.0,25,3,0,1,25,1,25,1.34e-06,41.2,DBAASP3,P82741,RAN1,LITCT
4954,DBASSP3_2394,sp|P82741|RAN1_LITCT,88.0,25,3,0,1,25,1,25,1.63e-07,43.5,DBAASP3,P82741,RAN1,LITCT
4956,DBASSP3_2395,sp|P82741|RAN1_LITCT,96.0,25,1,0,1,25,1,25,2.49e-11,53.1,DBAASP3,P82741,RAN1,LITCT
4959,DBASSP3_2396,sp|P82741|RAN1_LITCT,91.7,24,2,0,1,24,1,24,5.67e-08,44.7,DBAASP3,P82741,RAN1,LITCT
4961,DBASSP3_2397,sp|P82741|RAN1_LITCT,100.0,18,0,0,1,18,1,18,9.1e-05,36.2,DBAASP3,P82741,RAN1,LITCT
4963,DBASSP3_2398,sp|P82741|RAN1_LITCT,96.0,25,1,0,1,25,1,25,3.54e-11,52.8,DBAASP3,P82741,RAN1,LITCT
4966,DBASSP3_2399,sp|P82741|RAN1_LITCT,96.0,25,1,0,1,25,1,25,3.54e-11,52.8,DBAASP3,P82741,RAN1,LITCT
4968,DBASSP3_2400,sp|P82741|RAN1_LITCT,96.0,25,1,0,1,25,1,25,3.54e-11,52.8,DBAASP3,P82741,RAN1,LITCT
4971,DBASSP3_2401,sp|P82741|RAN1_LITCT,96.0,25,1,0,1,25,1,25,3.54e-11,52.8,DBAASP3,P82741,RAN1,LITCT
